year,county_name,registered_voters,voters_voting,turnout_pct_reported,turnout_rate,election_day_votes,absentee_votes,absentee_share_reported,absentee_share,source
2022,Putnam,24404,10058,0.41,0.412146,6856,3202,0.32,0.318354,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Randolph,16552,7012,0.42,0.423635,4959,2053,0.29,0.292784,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Ripley,21594,8464,0.39,0.391961,6756,1708,0.2,0.201796,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Rush,11396,4961,0.44,0.435328,3742,1219,0.25,0.245717,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Scott,17187,7112,0.41,0.413801,5021,2091,0.29,0.29401,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Shelby,31034,11702,0.38,0.37707,8012,3690,0.32,0.315331,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Spencer,15161,7764,0.51,0.512103,4898,2866,0.37,0.36914,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,St. Joseph,196919,72672,0.37,0.369045,50332,22340,0.31,0.307409,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Starke,17647,7107,0.4,0.402731,4983,2133,0.3,0.300127,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Steuben,25822,10401,0.4,0.402796,6979,3422,0.33,0.329007,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Sullivan,14391,6592,0.46,0.458064,4822,1770,0.27,0.268507,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Switzerland,7162,2725,0.38,0.38048,1058,1667,0.61,0.611743,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Tippecanoe,124198,39932,0.32,0.321519,21306,18626,0.47,0.466443,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Tipton,11855,5430,0.46,0.458035,3821,1609,0.3,0.296317,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Union,4994,2547,0.51,0.510012,1666,881,0.35,0.345897,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Vanderburgh,128820,47815,0.37,0.371177,25872,21943,0.46,0.458915,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Vermillion,10686,5252,0.49,0.491484,3986,1266,0.24,0.241051,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Vigo,75044,27400,0.37,0.365119,12420,14980,0.55,0.546715,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Wabash,20967,10040,0.48,0.478848,5806,4234,0.42,0.421713,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Warren,6198,2841,0.46,0.458374,2165,676,0.24,0.237944,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Warrick,47938,20312,0.42,0.423714,12230,8082,0.4,0.397893,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Washington,19121,8139,0.43,0.425658,6544,1595,0.2,0.19597,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Wayne,43277,16787,0.39,0.387897,8712,8075,0.48,0.481027,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Wells,19343,9262,0.48,0.47883,5884,3378,0.36,0.364716,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,White,17426,6828,0.39,0.391828,4195,2633,0.39,0.385618,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2022,Whitley,24132,11704,0.48,0.484999,8074,3630,0.31,0.31015,https://www.in.gov/sos/elections/voter-information/files/Election_Turnout_and_Registration-2022-General.pdf
2024,Adams,19935,14170,0.71,0.71081,5793,8377,0.59,0.591179,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Allen,285127,165189,0.58,0.579352,88074,77115,0.47,0.466829,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Bartholomew,54087,35952,0.66,0.664707,12331,23621,0.66,0.657015,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Benton,6021,3994,0.66,0.663345,2243,1751,0.44,0.438408,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Blackford,8556,5197,0.61,0.60741,2065,3132,0.6,0.602655,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Boone,62062,40776,0.66,0.65702,11320,29456,0.72,0.722386,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Brown,13545,9066,0.67,0.669324,3905,5161,0.57,0.56927,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Carroll,14903,9341,0.63,0.626787,3988,5353,0.57,0.573065,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Cass,22675,14293,0.63,0.630342,4515,9778,0.68,0.684111,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Clark,96263,59078,0.61,0.613715,36556,22522,0.38,0.381225,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Clay,18820,12198,0.65,0.64814,6471,5727,0.47,0.469503,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Clinton,20350,12641,0.62,0.621179,5149,7492,0.59,0.592675,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Crawford,7920,5071,0.64,0.640278,3491,1580,0.31,0.311576,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Daviess,17559,11590,0.66,0.66006,4349,7241,0.62,0.624763,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Dearborn,40526,26837,0.66,0.662217,14949,11888,0.44,0.442971,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Decatur,17631,12281,0.7,0.696557,6566,5715,0.47,0.465353,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,DeKalb,29972,20022,0.67,0.668023,7839,12183,0.61,0.608481,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Delaware,76488,46547,0.61,0.608553,28906,17641,0.38,0.378993,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Dubois,30676,21754,0.71,0.709154,7378,14376,0.66,0.660844,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Elkhart,126875,70869,0.56,0.558573,37212,33657,0.47,0.474919,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Fayette,17159,9977,0.58,0.581444,4292,5685,0.57,0.569811,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Floyd,62972,41686,0.66,0.661977,13566,28120,0.67,0.674567,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Fountain,12418,8053,0.65,0.648494,4887,3166,0.39,0.393145,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Franklin,17922,12204,0.68,0.680951,5887,6317,0.52,0.517617,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Fulton,13238,8939,0.68,0.675253,3434,5505,0.62,0.615841,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Gibson,23623,16034,0.68,0.678745,9342,6692,0.42,0.417363,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Grant,43644,25473,0.58,0.583654,13981,11492,0.45,0.451144,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Greene,22037,14829,0.67,0.672914,7799,7030,0.47,0.474071,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Hamilton,283132,199731,0.71,0.705434,81443,118288,0.59,0.592237,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Hancock,65292,44824,0.69,0.686516,12347,32477,0.72,0.724545,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Harrison,30280,20637,0.68,0.681539,12760,7877,0.38,0.381693,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Hendricks,131291,84501,0.64,0.643616,33667,50834,0.6,0.601579,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Henry,31648,20923,0.66,0.661116,12498,8425,0.4,0.402667,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Howard,61288,39241,0.64,0.640272,13866,25375,0.65,0.646645,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Huntington,24999,17950,0.72,0.718029,6013,11937,0.67,0.665014,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Jackson,26143,18867,0.72,0.721685,7954,10913,0.58,0.578417,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Jasper,23624,16018,0.68,0.678039,7734,8284,0.52,0.517168,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Jay,11998,8216,0.68,0.684781,3874,4342,0.53,0.528481,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Jefferson,22105,14514,0.66,0.656594,8081,6433,0.44,0.443227,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Jennings,18351,11931,0.65,0.650155,7979,3952,0.33,0.331238,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Johnson,123364,78773,0.64,0.638541,22841,55932,0.71,0.71004,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Knox,22880,15320,0.67,0.66958,7178,8142,0.53,0.531462,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Kosciusko,54295,35394,0.65,0.651883,19852,15542,0.44,0.439114,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,LaGrange,16749,10554,0.63,0.630127,6715,3839,0.36,0.363748,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Lake,371117,212456,0.57,0.572477,111098,101358,0.48,0.477078,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,La Porte,78924,48187,0.61,0.610549,22317,25870,0.54,0.536867,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Lawrence,34759,21468,0.62,0.617624,7617,13851,0.65,0.645193,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Madison,91492,56357,0.62,0.615977,21063,35294,0.63,0.626258,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Marion,650471,358036,0.55,0.550426,192850,165186,0.46,0.461367,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Marshall,30017,19810,0.66,0.659959,10507,9303,0.47,0.469611,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Martin,7775,5058,0.65,0.650547,3276,1782,0.35,0.352313,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Miami,22249,14129,0.64,0.63504,4646,9483,0.67,0.671173,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Monroe,93146,59855,0.64,0.642593,23965,35890,0.6,0.599616,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Montgomery,25094,16753,0.67,0.66761,6347,10406,0.62,0.621142,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Morgan,55229,35725,0.65,0.646852,12102,23623,0.66,0.661246,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Newton,10207,6650,0.65,0.651514,5061,1589,0.24,0.238947,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Noble,31769,19195,0.6,0.604205,9358,9837,0.51,0.512477,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Ohio,5231,3117,0.6,0.595871,1522,1595,0.51,0.51171,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Orange,13375,8748,0.65,0.654056,5833,2915,0.33,0.333219,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Owen,15685,9978,0.64,0.636149,4505,5473,0.55,0.548507,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Parke,9509,6725,0.71,0.707225,3902,2823,0.42,0.419777,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Perry,13801,8827,0.64,0.639591,3712,5115,0.58,0.579472,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Pike,9357,6079,0.65,0.649674,2717,3362,0.55,0.553051,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Porter,139687,86948,0.62,0.622449,36201,50747,0.58,0.583648,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Posey,18310,13113,0.72,0.716166,6546,6567,0.5,0.500801,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Pulaski,9494,5848,0.62,0.615968,2635,3213,0.55,0.549419,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Putnam,26012,16949,0.65,0.651584,7950,8999,0.53,0.530946,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Randolph,17061,10683,0.63,0.626165,6025,4658,0.44,0.43602,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Ripley,22603,14523,0.64,0.642525,8888,5635,0.39,0.388005,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Rush,11826,7769,0.66,0.656942,4678,3091,0.4,0.397863,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Scott,17390,10318,0.59,0.593329,5279,5039,0.49,0.48837,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Shelby,32284,20070,0.62,0.62167,9285,10785,0.54,0.537369,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Spencer,15618,10625,0.68,0.680305,4820,5805,0.55,0.546353,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,St. Joseph,205991,112329,0.55,0.54531,53448,58881,0.52,0.524183,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Starke,18317,10599,0.58,0.578643,5082,5517,0.52,0.520521,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Steuben,26853,16645,0.62,0.619856,7496,9149,0.55,0.549655,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Sullivan,14588,8914,0.61,0.61105,5302,3612,0.41,0.405205,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Switzerland,7683,4315,0.56,0.56163,1320,2995,0.69,0.69409,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Tippecanoe,119087,68066,0.57,0.571565,23448,44618,0.66,0.655511,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Tipton,12191,8073,0.66,0.66221,3865,4208,0.52,0.521244,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Union,5041,3523,0.7,0.698869,1977,1546,0.44,0.438831,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Vanderburgh,134388,74605,0.56,0.555146,29901,44704,0.6,0.599209,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Vermillion,11176,7352,0.66,0.657838,4442,2910,0.4,0.395811,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Vigo,70669,41379,0.59,0.585533,13094,28285,0.68,0.683559,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Wabash,20832,14115,0.68,0.677563,5913,8202,0.58,0.581084,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Warren,6213,4401,0.71,0.708353,2697,1704,0.39,0.387185,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Warrick,48991,33498,0.68,0.683758,12285,21213,0.63,0.633262,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Washington,19396,12786,0.66,0.659208,8183,4603,0.36,0.360003,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Wayne,45179,27035,0.6,0.598397,9445,17590,0.65,0.650638,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Wells,19603,14304,0.73,0.729684,5665,8639,0.6,0.603957,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,White,17036,11271,0.66,0.661599,4443,6828,0.61,0.605803,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
2024,Whitley,24633,17935,0.73,0.728088,8706,9229,0.51,0.51458,https://www.in.gov/sos/elections/voter-information/files/2024-General-Election-Turnout-and-Registration-Report.pdf
