year,state,state_po,district,office,county_name,county_fips,jurisdiction,precinct,candidate,party,party_abbr,mode,votes,source_file,drop_reason
2018,Indiana,IN,9,US House,Orange,18117,Orange,01-French Lick East,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,02-FLE-West Baden,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,06-FLW-West Baden,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,07-Greenfield,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,10-Northwest Only,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,11-Orangeville,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,14-Orleans Southwest,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,15- Paoli North,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,17- Paoli Northwest,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,18-Paoli South,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,21-Southeast Only,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,22-StampersCreek,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,03-French Lick North,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,04-French Lick South,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,06-FLW-West Baden,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,07-Greenfield,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,10-Northwest Only,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,11-Orangeville,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,14-Orleans Southwest,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,15- Paoli North,WRITEIN,,,ELECTION DAY,1,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,17- Paoli Northwest,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,18-Paoli South,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,21-Southeast Only,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,22-StampersCreek,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,03-French Lick North,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,04-French Lick South,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,06-FLW-West Baden,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,07-Greenfield,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,10-Northwest Only,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,11-Orangeville,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,14-Orleans Southwest,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,15- Paoli North,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,18-Paoli South,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,19-Paoli Southeast,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,22-StampersCreek,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,03-French Lick North,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,04-French Lick South,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,05-French Lick West,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,08-Jackson,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,09-Northeast Only,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,12-Orleans East,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,13-Orleans Northwest,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,16- Paoli Northeast,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,19-Paoli Southeast,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,20-Paoli Southwest,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,01-French Lick East,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,02-FLE-West Baden,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,05-French Lick West,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,08-Jackson,WRITEIN,,,ELECTION DAY,1,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,09-Northeast Only,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,12-Orleans East,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,13-Orleans Northwest,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,16- Paoli Northeast,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,19-Paoli Southeast,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,20-Paoli Southwest,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,01-French Lick East,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,02-FLE-West Baden,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,05-French Lick West,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,08-Jackson,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,09-Northeast Only,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,12-Orleans East,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,13-Orleans Northwest,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,16- Paoli Northeast,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,17- Paoli Northwest,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,20-Paoli Southwest,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Orange,18117,Orange,21-Southeast Only,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Finley 1,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Lexington 3,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Vienna 1,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Vienna 2,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Vienna 3,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Vienna 4,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Vienna 5,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Vienna 6,WRITEIN,,,PROVISIONAL,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Finley 1,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Lexington 3,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Vienna 1,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Vienna 2,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Vienna 3,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Vienna 4,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Vienna 5,WRITEIN,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Vienna 6,WRITEIN,,,ELECTION DAY,1,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Finley 1,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Lexington 3,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Vienna 1,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Vienna 2,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Vienna 3,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Vienna 4,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Vienna 5,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Scott,18143,Scott,Vienna 6,WRITEIN,,,ABSENTEE,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,FEDERAL,CAST VOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,1,CAST VOTES,,,ELECTION DAY,304,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,2,CAST VOTES,,,ELECTION DAY,347,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,3,CAST VOTES,,,ELECTION DAY,212,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,4,CAST VOTES,,,ELECTION DAY,256,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,5,CAST VOTES,,,ELECTION DAY,375,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,6,CAST VOTES,,,ELECTION DAY,316,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,7,CAST VOTES,,,ELECTION DAY,431,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,37,CAST VOTES,,,ELECTION DAY,426,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,8,CAST VOTES,,,ELECTION DAY,308,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,9,CAST VOTES,,,ELECTION DAY,275,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,10,CAST VOTES,,,ELECTION DAY,372,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,36,CAST VOTES,,,ELECTION DAY,336,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,38,CAST VOTES,,,ELECTION DAY,326,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,11,CAST VOTES,,,ELECTION DAY,170,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,35,CAST VOTES,,,ELECTION DAY,252,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,39,CAST VOTES,,,ELECTION DAY,189,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,12,CAST VOTES,,,ELECTION DAY,361,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,13,CAST VOTES,,,ELECTION DAY,363,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,14,CAST VOTES,,,ELECTION DAY,305,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,15,CAST VOTES,,,ELECTION DAY,190,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,16,CAST VOTES,,,ELECTION DAY,154,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,17,CAST VOTES,,,ELECTION DAY,369,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,18,CAST VOTES,,,ELECTION DAY,299,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,19,CAST VOTES,,,ELECTION DAY,416,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,20,CAST VOTES,,,ELECTION DAY,440,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,32,CAST VOTES,,,ELECTION DAY,300,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,21,CAST VOTES,,,ELECTION DAY,349,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,22,CAST VOTES,,,ELECTION DAY,286,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,23,CAST VOTES,,,ELECTION DAY,400,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,30,CAST VOTES,,,ELECTION DAY,121,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,24,CAST VOTES,,,ELECTION DAY,385,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,25,CAST VOTES,,,ELECTION DAY,280,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,26,CAST VOTES,,,ELECTION DAY,403,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,27,CAST VOTES,,,ELECTION DAY,318,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,28,CAST VOTES,,,ELECTION DAY,340,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,29,CAST VOTES,,,ELECTION DAY,248,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,31,CAST VOTES,,,ELECTION DAY,146,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,33,CAST VOTES,,,ELECTION DAY,315,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,34,CAST VOTES,,,ELECTION DAY,271,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,FEDERAL,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,1,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,2,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,3,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,4,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,5,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,6,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,7,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,37,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,8,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,9,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,10,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,36,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,38,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,11,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,35,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,39,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,12,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,13,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,14,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,15,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,16,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,17,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,18,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,19,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,20,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,32,OVERVOTES,,,ELECTION DAY,1,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,21,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,22,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,23,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,30,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
2018,Indiana,IN,9,US House,Harrison,18061,Harrison,24,OVERVOTES,,,ELECTION DAY,0,HOUSE_precinct_general.csv,write-in or non-candidate ballot accounting row
