year,state,district,office,county_name,county_fips,jurisdiction,precinct,candidate,party,party_abbr,votes,precinct_total_votes,candidate_vote_share,modes_used,used_total_row
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 34,Trey Hollingsworth,Republican,R,368,657,0.560122,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 35,Shelli Yoder,Democratic,D,329,760,0.432895,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 35,Russell Brooksbank,Libertarian,L,37,760,0.048684,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 35,Trey Hollingsworth,Republican,R,394,760,0.518421,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 36,Shelli Yoder,Democratic,D,263,593,0.443508,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 36,Russell Brooksbank,Libertarian,L,24,593,0.040472,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 36,Trey Hollingsworth,Republican,R,306,593,0.51602,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 37,Shelli Yoder,Democratic,D,313,700,0.447143,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 37,Russell Brooksbank,Libertarian,L,24,700,0.034286,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 37,Trey Hollingsworth,Republican,R,363,700,0.518571,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 38,Shelli Yoder,Democratic,D,263,725,0.362759,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 38,Russell Brooksbank,Libertarian,L,24,725,0.033103,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 38,Trey Hollingsworth,Republican,R,438,725,0.604138,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 39,Shelli Yoder,Democratic,D,243,687,0.353712,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 39,Russell Brooksbank,Libertarian,L,17,687,0.024745,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 39,Trey Hollingsworth,Republican,R,427,687,0.621543,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 40,Shelli Yoder,Democratic,D,292,568,0.514085,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 40,Russell Brooksbank,Libertarian,L,25,568,0.044014,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 40,Trey Hollingsworth,Republican,R,251,568,0.441901,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 41,Shelli Yoder,Democratic,D,329,737,0.446404,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 41,Russell Brooksbank,Libertarian,L,33,737,0.044776,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 41,Trey Hollingsworth,Republican,R,375,737,0.50882,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 42,Shelli Yoder,Democratic,D,274,569,0.481547,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 42,Russell Brooksbank,Libertarian,L,19,569,0.033392,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 42,Trey Hollingsworth,Republican,R,276,569,0.485062,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 43,Shelli Yoder,Democratic,D,198,374,0.529412,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 43,Russell Brooksbank,Libertarian,L,15,374,0.040107,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 43,Trey Hollingsworth,Republican,R,161,374,0.430481,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 44,Shelli Yoder,Democratic,D,331,723,0.457815,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 44,Russell Brooksbank,Libertarian,L,28,723,0.038728,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 44,Trey Hollingsworth,Republican,R,364,723,0.503458,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 45,Shelli Yoder,Democratic,D,144,336,0.428571,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 45,Russell Brooksbank,Libertarian,L,21,336,0.0625,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 45,Trey Hollingsworth,Republican,R,171,336,0.508929,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 46,Shelli Yoder,Democratic,D,119,336,0.354167,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 46,Russell Brooksbank,Libertarian,L,3,336,0.008929,TOTAL,yes
2016,Indiana,9,US House,Floyd,18043,Floyd,NEW ALBANY - 46,Trey Hollingsworth,Republican,R,214,336,0.636905,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,1,Shelli Yoder,Democratic,D,159,448,0.354911,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,1,Russell Brooksbank,Libertarian,L,23,448,0.051339,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,1,Trey Hollingsworth,Republican,R,266,448,0.59375,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,10,Shelli Yoder,Democratic,D,201,600,0.335,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,10,Russell Brooksbank,Libertarian,L,20,600,0.033333,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,10,Trey Hollingsworth,Republican,R,379,600,0.631667,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,11,Shelli Yoder,Democratic,D,149,345,0.431884,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,11,Russell Brooksbank,Libertarian,L,15,345,0.043478,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,11,Trey Hollingsworth,Republican,R,181,345,0.524638,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,12,Shelli Yoder,Democratic,D,227,597,0.380235,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,12,Russell Brooksbank,Libertarian,L,22,597,0.036851,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,12,Trey Hollingsworth,Republican,R,348,597,0.582915,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,13,Shelli Yoder,Democratic,D,206,573,0.359511,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,13,Russell Brooksbank,Libertarian,L,30,573,0.052356,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,13,Trey Hollingsworth,Republican,R,337,573,0.588133,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,14,Shelli Yoder,Democratic,D,246,582,0.42268,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,14,Russell Brooksbank,Libertarian,L,42,582,0.072165,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,14,Trey Hollingsworth,Republican,R,294,582,0.505155,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,15,Shelli Yoder,Democratic,D,80,274,0.291971,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,15,Russell Brooksbank,Libertarian,L,19,274,0.069343,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,15,Trey Hollingsworth,Republican,R,175,274,0.638686,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,16,Shelli Yoder,Democratic,D,74,241,0.307054,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,16,Russell Brooksbank,Libertarian,L,17,241,0.070539,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,16,Trey Hollingsworth,Republican,R,150,241,0.622407,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,17,Shelli Yoder,Democratic,D,187,581,0.321859,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,17,Russell Brooksbank,Libertarian,L,31,581,0.053356,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,17,Trey Hollingsworth,Republican,R,363,581,0.624785,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,18,Shelli Yoder,Democratic,D,170,472,0.360169,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,18,Russell Brooksbank,Libertarian,L,32,472,0.067797,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,18,Trey Hollingsworth,Republican,R,270,472,0.572034,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,19,Shelli Yoder,Democratic,D,222,576,0.385417,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,19,Russell Brooksbank,Libertarian,L,28,576,0.048611,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,19,Trey Hollingsworth,Republican,R,326,576,0.565972,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,2,Shelli Yoder,Democratic,D,226,521,0.433781,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,2,Russell Brooksbank,Libertarian,L,26,521,0.049904,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,2,Trey Hollingsworth,Republican,R,269,521,0.516315,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,20,Shelli Yoder,Democratic,D,216,606,0.356436,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,20,Russell Brooksbank,Libertarian,L,34,606,0.056106,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,20,Trey Hollingsworth,Republican,R,356,606,0.587459,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,21,Shelli Yoder,Democratic,D,206,517,0.398453,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,21,Russell Brooksbank,Libertarian,L,21,517,0.040619,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,21,Trey Hollingsworth,Republican,R,290,517,0.560928,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,22,Shelli Yoder,Democratic,D,177,467,0.379015,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,22,Russell Brooksbank,Libertarian,L,30,467,0.06424,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,22,Trey Hollingsworth,Republican,R,260,467,0.556745,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,23,Shelli Yoder,Democratic,D,220,598,0.367893,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,23,Russell Brooksbank,Libertarian,L,34,598,0.056856,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,23,Trey Hollingsworth,Republican,R,344,598,0.575251,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,24,Shelli Yoder,Democratic,D,150,530,0.283019,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,24,Russell Brooksbank,Libertarian,L,25,530,0.04717,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,24,Trey Hollingsworth,Republican,R,355,530,0.669811,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,25,Shelli Yoder,Democratic,D,126,392,0.321429,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,25,Russell Brooksbank,Libertarian,L,19,392,0.048469,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,25,Trey Hollingsworth,Republican,R,247,392,0.630102,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,26,Shelli Yoder,Democratic,D,193,546,0.35348,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,26,Russell Brooksbank,Libertarian,L,32,546,0.058608,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,26,Trey Hollingsworth,Republican,R,321,546,0.587912,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,27,Shelli Yoder,Democratic,D,183,471,0.388535,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,27,Russell Brooksbank,Libertarian,L,18,471,0.038217,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,27,Trey Hollingsworth,Republican,R,270,471,0.573248,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,28,Shelli Yoder,Democratic,D,198,444,0.445946,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,28,Russell Brooksbank,Libertarian,L,14,444,0.031532,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,28,Trey Hollingsworth,Republican,R,232,444,0.522523,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,29,Shelli Yoder,Democratic,D,127,348,0.364943,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,29,Russell Brooksbank,Libertarian,L,20,348,0.057471,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,29,Trey Hollingsworth,Republican,R,201,348,0.577586,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,3,Shelli Yoder,Democratic,D,98,297,0.329966,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,3,Russell Brooksbank,Libertarian,L,14,297,0.047138,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,3,Trey Hollingsworth,Republican,R,185,297,0.622896,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,30,Shelli Yoder,Democratic,D,44,189,0.232804,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,30,Russell Brooksbank,Libertarian,L,14,189,0.074074,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,30,Trey Hollingsworth,Republican,R,131,189,0.693122,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,31,Shelli Yoder,Democratic,D,75,209,0.358852,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,31,Russell Brooksbank,Libertarian,L,13,209,0.062201,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,31,Trey Hollingsworth,Republican,R,121,209,0.578947,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,32,Shelli Yoder,Democratic,D,154,458,0.336245,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,32,Russell Brooksbank,Libertarian,L,19,458,0.041485,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,32,Trey Hollingsworth,Republican,R,285,458,0.622271,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,33,Shelli Yoder,Democratic,D,143,426,0.335681,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,33,Russell Brooksbank,Libertarian,L,20,426,0.046948,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,33,Trey Hollingsworth,Republican,R,263,426,0.617371,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,34,Shelli Yoder,Democratic,D,121,386,0.313472,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,34,Russell Brooksbank,Libertarian,L,16,386,0.041451,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,34,Trey Hollingsworth,Republican,R,249,386,0.645078,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,35,Shelli Yoder,Democratic,D,190,465,0.408602,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,35,Russell Brooksbank,Libertarian,L,31,465,0.066667,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,35,Trey Hollingsworth,Republican,R,244,465,0.524731,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,36,Shelli Yoder,Democratic,D,239,610,0.391803,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,36,Russell Brooksbank,Libertarian,L,22,610,0.036066,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,36,Trey Hollingsworth,Republican,R,349,610,0.572131,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,37,Shelli Yoder,Democratic,D,202,641,0.315133,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,37,Russell Brooksbank,Libertarian,L,21,641,0.032761,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,37,Trey Hollingsworth,Republican,R,418,641,0.652106,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,38,Shelli Yoder,Democratic,D,177,509,0.347741,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,38,Russell Brooksbank,Libertarian,L,25,509,0.049116,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,38,Trey Hollingsworth,Republican,R,307,509,0.603143,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,39,Shelli Yoder,Democratic,D,178,393,0.452926,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,39,Russell Brooksbank,Libertarian,L,21,393,0.053435,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,39,Trey Hollingsworth,Republican,R,194,393,0.493639,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,4,Shelli Yoder,Democratic,D,110,372,0.295699,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,4,Russell Brooksbank,Libertarian,L,14,372,0.037634,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,4,Trey Hollingsworth,Republican,R,248,372,0.666667,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,5,Shelli Yoder,Democratic,D,214,536,0.399254,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,5,Russell Brooksbank,Libertarian,L,24,536,0.044776,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,5,Trey Hollingsworth,Republican,R,298,536,0.55597,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,6,Shelli Yoder,Democratic,D,171,516,0.331395,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,6,Russell Brooksbank,Libertarian,L,24,516,0.046512,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,6,Trey Hollingsworth,Republican,R,321,516,0.622093,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,7,Shelli Yoder,Democratic,D,259,632,0.40981,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,7,Russell Brooksbank,Libertarian,L,21,632,0.033228,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,7,Trey Hollingsworth,Republican,R,352,632,0.556962,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,8,Shelli Yoder,Democratic,D,212,563,0.376554,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,8,Russell Brooksbank,Libertarian,L,16,563,0.028419,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,8,Trey Hollingsworth,Republican,R,335,563,0.595027,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,9,Shelli Yoder,Democratic,D,176,479,0.367432,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,9,Russell Brooksbank,Libertarian,L,28,479,0.058455,TOTAL,yes
2016,Indiana,9,US House,Harrison,18061,Harrison,9,Trey Hollingsworth,Republican,R,275,479,0.574113,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Brownstown 01,Shelli Yoder,Democratic,D,158,484,0.326446,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Brownstown 01,Russell Brooksbank,Libertarian,L,20,484,0.041322,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Brownstown 01,Trey Hollingsworth,Republican,R,306,484,0.632231,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Brownstown 02,Shelli Yoder,Democratic,D,172,567,0.303351,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Brownstown 02,Russell Brooksbank,Libertarian,L,32,567,0.056437,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Brownstown 02,Trey Hollingsworth,Republican,R,363,567,0.640212,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Brownstown 04,Shelli Yoder,Democratic,D,22,80,0.275,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Brownstown 04,Russell Brooksbank,Libertarian,L,3,80,0.0375,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Brownstown 04,Trey Hollingsworth,Republican,R,55,80,0.6875,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Brownstown East,Shelli Yoder,Democratic,D,271,895,0.302793,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Brownstown East,Russell Brooksbank,Libertarian,L,28,895,0.031285,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Brownstown East,Trey Hollingsworth,Republican,R,596,895,0.665922,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Brownstown West,Shelli Yoder,Democratic,D,131,388,0.337629,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Brownstown West,Russell Brooksbank,Libertarian,L,31,388,0.079897,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Brownstown West,Trey Hollingsworth,Republican,R,226,388,0.582474,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Carr,Shelli Yoder,Democratic,D,181,554,0.326715,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Carr,Russell Brooksbank,Libertarian,L,41,554,0.074007,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Carr,Trey Hollingsworth,Republican,R,332,554,0.599278,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Driftwood,Shelli Yoder,Democratic,D,151,452,0.334071,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Driftwood,Russell Brooksbank,Libertarian,L,27,452,0.059735,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Driftwood,Trey Hollingsworth,Republican,R,274,452,0.606195,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Grassy Fork,Shelli Yoder,Democratic,D,96,323,0.297214,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Grassy Fork,Russell Brooksbank,Libertarian,L,12,323,0.037152,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Grassy Fork,Trey Hollingsworth,Republican,R,215,323,0.665635,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Hamilton,Shelli Yoder,Democratic,D,251,841,0.298454,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Hamilton,Russell Brooksbank,Libertarian,L,58,841,0.068966,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Hamilton,Trey Hollingsworth,Republican,R,532,841,0.63258,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 1 East,Shelli Yoder,Democratic,D,223,610,0.365574,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 1 East,Russell Brooksbank,Libertarian,L,52,610,0.085246,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 1 East,Trey Hollingsworth,Republican,R,335,610,0.54918,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 2 East,Shelli Yoder,Democratic,D,222,533,0.41651,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 2 East,Russell Brooksbank,Libertarian,L,36,533,0.067542,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 2 East,Trey Hollingsworth,Republican,R,275,533,0.515947,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 2 West,Shelli Yoder,Democratic,D,100,283,0.353357,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 2 West,Russell Brooksbank,Libertarian,L,22,283,0.077739,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 2 West,Trey Hollingsworth,Republican,R,161,283,0.568905,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 3 North,Shelli Yoder,Democratic,D,146,458,0.318777,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 3 North,Russell Brooksbank,Libertarian,L,46,458,0.100437,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 3 North,Trey Hollingsworth,Republican,R,266,458,0.580786,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 3 South,Shelli Yoder,Democratic,D,201,582,0.345361,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 3 South,Russell Brooksbank,Libertarian,L,38,582,0.065292,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 3 South,Trey Hollingsworth,Republican,R,343,582,0.589347,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 4 North,Shelli Yoder,Democratic,D,390,1042,0.37428,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 4 North,Russell Brooksbank,Libertarian,L,30,1042,0.028791,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 4 North,Trey Hollingsworth,Republican,R,622,1042,0.596929,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 4 South,Shelli Yoder,Democratic,D,212,604,0.350993,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 4 South,Russell Brooksbank,Libertarian,L,31,604,0.051325,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 4 South,Trey Hollingsworth,Republican,R,361,604,0.597682,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 5 East,Shelli Yoder,Democratic,D,253,746,0.339142,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 5 East,Russell Brooksbank,Libertarian,L,44,746,0.058981,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 5 East,Trey Hollingsworth,Republican,R,449,746,0.601877,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 5 North,Shelli Yoder,Democratic,D,315,876,0.359589,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 5 North,Russell Brooksbank,Libertarian,L,37,876,0.042237,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 5 North,Trey Hollingsworth,Republican,R,524,876,0.598174,TOTAL,yes
2016,Indiana,9,US House,Jackson,18071,Jackson,Jackson 6,Shelli Yoder,Democratic,D,244,760,0.321053,TOTAL,yes
