year,state,district,office,county_name,county_fips,jurisdiction,precinct,candidate,party,party_abbr,votes,precinct_total_votes,candidate_vote_share,modes_used,used_total_row
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 35,Tonya L. Millis,Libertarian,L,23,499,0.046092,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 35,Trey Hollingsworth,Republican,R,352,499,0.705411,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 36,Andy Ruff,Democratic,D,56,190,0.294737,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 36,Tonya L. Millis,Libertarian,L,11,190,0.057895,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 36,Trey Hollingsworth,Republican,R,123,190,0.647368,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 37,Andy Ruff,Democratic,D,98,224,0.4375,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 37,Tonya L. Millis,Libertarian,L,14,224,0.0625,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 37,Trey Hollingsworth,Republican,R,112,224,0.5,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 38,Andy Ruff,Democratic,D,215,657,0.327245,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 38,Tonya L. Millis,Libertarian,L,36,657,0.054795,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 38,Trey Hollingsworth,Republican,R,406,657,0.61796,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 39,Andy Ruff,Democratic,D,231,717,0.322176,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 39,Tonya L. Millis,Libertarian,L,41,717,0.057183,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 39,Trey Hollingsworth,Republican,R,445,717,0.620642,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 40,Andy Ruff,Democratic,D,205,600,0.341667,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 40,Tonya L. Millis,Libertarian,L,27,600,0.045,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 40,Trey Hollingsworth,Republican,R,368,600,0.613333,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 41,Andy Ruff,Democratic,D,18,109,0.165138,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 41,Tonya L. Millis,Libertarian,L,10,109,0.091743,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 41,Trey Hollingsworth,Republican,R,81,109,0.743119,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 42,Andy Ruff,Democratic,D,316,892,0.35426,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 42,Tonya L. Millis,Libertarian,L,44,892,0.049327,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 42,Trey Hollingsworth,Republican,R,532,892,0.596413,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 43,Andy Ruff,Democratic,D,278,840,0.330952,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 43,Tonya L. Millis,Libertarian,L,24,840,0.028571,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 43,Trey Hollingsworth,Republican,R,538,840,0.640476,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 44,Andy Ruff,Democratic,D,146,390,0.374359,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 44,Tonya L. Millis,Libertarian,L,27,390,0.069231,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 44,Trey Hollingsworth,Republican,R,217,390,0.55641,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 45,Andy Ruff,Democratic,D,477,985,0.484264,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 45,Tonya L. Millis,Libertarian,L,39,985,0.039594,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 45,Trey Hollingsworth,Republican,R,469,985,0.476142,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 46,Andy Ruff,Democratic,D,64,374,0.171123,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 46,Tonya L. Millis,Libertarian,L,14,374,0.037433,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 46,Trey Hollingsworth,Republican,R,296,374,0.791444,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 47,Andy Ruff,Democratic,D,216,607,0.355848,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 47,Tonya L. Millis,Libertarian,L,21,607,0.034596,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 47,Trey Hollingsworth,Republican,R,370,607,0.609555,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 48,Andy Ruff,Democratic,D,186,552,0.336957,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 48,Tonya L. Millis,Libertarian,L,25,552,0.04529,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 48,Trey Hollingsworth,Republican,R,341,552,0.617754,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 49,Andy Ruff,Democratic,D,107,412,0.259709,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 49,Tonya L. Millis,Libertarian,L,21,412,0.050971,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,PLEASANT 49,Trey Hollingsworth,Republican,R,284,412,0.68932,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,UNION 1,Andy Ruff,Democratic,D,118,653,0.180704,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,UNION 1,Tonya L. Millis,Libertarian,L,28,653,0.042879,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,UNION 1,Trey Hollingsworth,Republican,R,507,653,0.776417,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,UNION 2,Andy Ruff,Democratic,D,90,565,0.159292,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,UNION 2,Tonya L. Millis,Libertarian,L,32,565,0.056637,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,UNION 2,Trey Hollingsworth,Republican,R,443,565,0.784071,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,UNION 3,Andy Ruff,Democratic,D,76,354,0.214689,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,UNION 3,Tonya L. Millis,Libertarian,L,13,354,0.036723,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,UNION 3,Trey Hollingsworth,Republican,R,265,354,0.748588,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 01,Andy Ruff,Democratic,D,149,508,0.293307,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 01,Tonya L. Millis,Libertarian,L,17,508,0.033465,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 01,Trey Hollingsworth,Republican,R,342,508,0.673228,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 02,Andy Ruff,Democratic,D,87,259,0.335907,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 02,Tonya L. Millis,Libertarian,L,6,259,0.023166,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 02,Trey Hollingsworth,Republican,R,166,259,0.640927,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 03,Andy Ruff,Democratic,D,240,706,0.339943,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 03,Tonya L. Millis,Libertarian,L,33,706,0.046742,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 03,Trey Hollingsworth,Republican,R,433,706,0.613314,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 04,Andy Ruff,Democratic,D,147,537,0.273743,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 04,Tonya L. Millis,Libertarian,L,13,537,0.024209,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 04,Trey Hollingsworth,Republican,R,377,537,0.702048,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 05,Andy Ruff,Democratic,D,108,427,0.252927,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 05,Tonya L. Millis,Libertarian,L,32,427,0.074941,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 05,Trey Hollingsworth,Republican,R,287,427,0.672131,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 06,Andy Ruff,Democratic,D,159,544,0.292279,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 06,Tonya L. Millis,Libertarian,L,31,544,0.056985,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 06,Trey Hollingsworth,Republican,R,354,544,0.650735,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 07,Andy Ruff,Democratic,D,284,875,0.324571,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 07,Tonya L. Millis,Libertarian,L,29,875,0.033143,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 07,Trey Hollingsworth,Republican,R,562,875,0.642286,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 08,Andy Ruff,Democratic,D,169,735,0.229932,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 08,Tonya L. Millis,Libertarian,L,16,735,0.021769,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 08,Trey Hollingsworth,Republican,R,550,735,0.748299,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 09,Andy Ruff,Democratic,D,189,808,0.233911,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 09,Tonya L. Millis,Libertarian,L,42,808,0.05198,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 09,Trey Hollingsworth,Republican,R,577,808,0.714109,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 10,Andy Ruff,Democratic,D,113,435,0.25977,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 10,Tonya L. Millis,Libertarian,L,8,435,0.018391,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 10,Trey Hollingsworth,Republican,R,314,435,0.721839,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 11,Andy Ruff,Democratic,D,187,728,0.256868,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 11,Tonya L. Millis,Libertarian,L,20,728,0.027473,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 11,Trey Hollingsworth,Republican,R,521,728,0.715659,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 12,Andy Ruff,Democratic,D,186,677,0.274742,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 12,Tonya L. Millis,Libertarian,L,15,677,0.022157,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 12,Trey Hollingsworth,Republican,R,476,677,0.703102,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 13,Andy Ruff,Democratic,D,133,488,0.272541,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 13,Tonya L. Millis,Libertarian,L,16,488,0.032787,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 13,Trey Hollingsworth,Republican,R,339,488,0.694672,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 14,Andy Ruff,Democratic,D,259,802,0.322943,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 14,Tonya L. Millis,Libertarian,L,23,802,0.028678,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 14,Trey Hollingsworth,Republican,R,520,802,0.648379,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 15,Andy Ruff,Democratic,D,511,1894,0.269799,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 15,Tonya L. Millis,Libertarian,L,80,1894,0.042239,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 15,Trey Hollingsworth,Republican,R,1303,1894,0.687962,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 16,Andy Ruff,Democratic,D,244,869,0.280783,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 16,Tonya L. Millis,Libertarian,L,32,869,0.036824,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 16,Trey Hollingsworth,Republican,R,593,869,0.682394,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 17,Andy Ruff,Democratic,D,131,467,0.280514,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 17,Tonya L. Millis,Libertarian,L,24,467,0.051392,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 17,Trey Hollingsworth,Republican,R,312,467,0.668094,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 18,Andy Ruff,Democratic,D,138,433,0.318707,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 18,Tonya L. Millis,Libertarian,L,14,433,0.032333,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 18,Trey Hollingsworth,Republican,R,281,433,0.648961,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 19,Andy Ruff,Democratic,D,153,521,0.293666,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 19,Tonya L. Millis,Libertarian,L,20,521,0.038388,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 19,Trey Hollingsworth,Republican,R,348,521,0.667946,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 20,Andy Ruff,Democratic,D,118,450,0.262222,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 20,Tonya L. Millis,Libertarian,L,14,450,0.031111,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 20,Trey Hollingsworth,Republican,R,318,450,0.706667,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 21,Andy Ruff,Democratic,D,327,1053,0.310541,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 21,Tonya L. Millis,Libertarian,L,26,1053,0.024691,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 21,Trey Hollingsworth,Republican,R,700,1053,0.664767,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 22,Andy Ruff,Democratic,D,204,730,0.279452,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 22,Tonya L. Millis,Libertarian,L,23,730,0.031507,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 22,Trey Hollingsworth,Republican,R,503,730,0.689041,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 23,Andy Ruff,Democratic,D,72,323,0.22291,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 23,Tonya L. Millis,Libertarian,L,14,323,0.043344,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 23,Trey Hollingsworth,Republican,R,237,323,0.733746,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 24,Andy Ruff,Democratic,D,135,502,0.268924,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 24,Tonya L. Millis,Libertarian,L,9,502,0.017928,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 24,Trey Hollingsworth,Republican,R,358,502,0.713147,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 25,Andy Ruff,Democratic,D,194,571,0.339755,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 25,Tonya L. Millis,Libertarian,L,22,571,0.038529,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 25,Trey Hollingsworth,Republican,R,355,571,0.621716,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 26,Andy Ruff,Democratic,D,112,422,0.265403,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 26,Tonya L. Millis,Libertarian,L,22,422,0.052133,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 26,Trey Hollingsworth,Republican,R,288,422,0.682464,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 27,Andy Ruff,Democratic,D,154,519,0.296724,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 27,Tonya L. Millis,Libertarian,L,29,519,0.055877,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 27,Trey Hollingsworth,Republican,R,336,519,0.647399,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 28,Andy Ruff,Democratic,D,93,394,0.236041,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 28,Tonya L. Millis,Libertarian,L,14,394,0.035533,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 28,Trey Hollingsworth,Republican,R,287,394,0.728426,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 29,Andy Ruff,Democratic,D,283,928,0.304957,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 29,Tonya L. Millis,Libertarian,L,25,928,0.02694,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 29,Trey Hollingsworth,Republican,R,620,928,0.668103,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 30,Andy Ruff,Democratic,D,207,528,0.392045,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 30,Tonya L. Millis,Libertarian,L,20,528,0.037879,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 30,Trey Hollingsworth,Republican,R,301,528,0.570076,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 31,Andy Ruff,Democratic,D,154,426,0.361502,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 31,Tonya L. Millis,Libertarian,L,20,426,0.046948,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 31,Trey Hollingsworth,Republican,R,252,426,0.591549,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 32,Andy Ruff,Democratic,D,240,794,0.302267,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 32,Tonya L. Millis,Libertarian,L,28,794,0.035264,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 32,Trey Hollingsworth,Republican,R,526,794,0.662469,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 33,Andy Ruff,Democratic,D,135,476,0.283613,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 33,Tonya L. Millis,Libertarian,L,19,476,0.039916,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 33,Trey Hollingsworth,Republican,R,322,476,0.676471,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 34,Andy Ruff,Democratic,D,153,640,0.239063,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 34,Tonya L. Millis,Libertarian,L,19,640,0.029687,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 34,Trey Hollingsworth,Republican,R,468,640,0.73125,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 35,Andy Ruff,Democratic,D,313,1392,0.224856,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 35,Tonya L. Millis,Libertarian,L,28,1392,0.020115,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 35,Trey Hollingsworth,Republican,R,1051,1392,0.755029,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 36,Andy Ruff,Democratic,D,142,465,0.305376,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 36,Tonya L. Millis,Libertarian,L,18,465,0.03871,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 36,Trey Hollingsworth,Republican,R,305,465,0.655914,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 37,Andy Ruff,Democratic,D,510,1356,0.376106,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 37,Tonya L. Millis,Libertarian,L,61,1356,0.044985,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 37,Trey Hollingsworth,Republican,R,785,1356,0.578909,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 38,Andy Ruff,Democratic,D,137,519,0.263969,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 38,Tonya L. Millis,Libertarian,L,9,519,0.017341,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 38,Trey Hollingsworth,Republican,R,373,519,0.71869,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 39,Andy Ruff,Democratic,D,274,882,0.310658,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 39,Tonya L. Millis,Libertarian,L,29,882,0.03288,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 39,Trey Hollingsworth,Republican,R,579,882,0.656463,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 40,Andy Ruff,Democratic,D,108,457,0.236324,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 40,Tonya L. Millis,Libertarian,L,10,457,0.021882,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 40,Trey Hollingsworth,Republican,R,339,457,0.741794,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 41,Andy Ruff,Democratic,D,160,508,0.314961,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 41,Tonya L. Millis,Libertarian,L,12,508,0.023622,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 41,Trey Hollingsworth,Republican,R,336,508,0.661417,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 42,Andy Ruff,Democratic,D,191,563,0.339254,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 42,Tonya L. Millis,Libertarian,L,16,563,0.028419,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 42,Trey Hollingsworth,Republican,R,356,563,0.632327,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 43,Andy Ruff,Democratic,D,61,308,0.198052,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 43,Tonya L. Millis,Libertarian,L,11,308,0.035714,TOTAL,yes
2020,Indiana,9,US House,Johnson,18081,Johnson,WHITE RIVER 43,Trey Hollingsworth,Republican,R,236,308,0.766234,TOTAL,yes
2020,Indiana,9,US House,Monroe,18105,Monroe,BEAN BLOSSOM 1,Andy Ruff,Democratic,D,237,797,0.297365,TOTAL,yes
2020,Indiana,9,US House,Monroe,18105,Monroe,BEAN BLOSSOM 1,Tonya L. Millis,Libertarian,L,32,797,0.040151,TOTAL,yes
2020,Indiana,9,US House,Monroe,18105,Monroe,BEAN BLOSSOM 1,Trey Hollingsworth,Republican,R,528,797,0.662484,TOTAL,yes
2020,Indiana,9,US House,Monroe,18105,Monroe,BEAN BLOSSOM 2,Andy Ruff,Democratic,D,266,755,0.352318,TOTAL,yes
2020,Indiana,9,US House,Monroe,18105,Monroe,BEAN BLOSSOM 2,Tonya L. Millis,Libertarian,L,26,755,0.034437,TOTAL,yes
2020,Indiana,9,US House,Monroe,18105,Monroe,BEAN BLOSSOM 2,Trey Hollingsworth,Republican,R,463,755,0.613245,TOTAL,yes
2020,Indiana,9,US House,Monroe,18105,Monroe,BENTON 1,Andy Ruff,Democratic,D,505,1031,0.489816,TOTAL,yes
2020,Indiana,9,US House,Monroe,18105,Monroe,BENTON 1,Tonya L. Millis,Libertarian,L,37,1031,0.035887,TOTAL,yes
2020,Indiana,9,US House,Monroe,18105,Monroe,BENTON 1,Trey Hollingsworth,Republican,R,489,1031,0.474297,TOTAL,yes
2020,Indiana,9,US House,Monroe,18105,Monroe,BENTON 2,Andy Ruff,Democratic,D,595,1007,0.590864,TOTAL,yes
2020,Indiana,9,US House,Monroe,18105,Monroe,BENTON 2,Tonya L. Millis,Libertarian,L,37,1007,0.036743,TOTAL,yes
2020,Indiana,9,US House,Monroe,18105,Monroe,BENTON 2,Trey Hollingsworth,Republican,R,375,1007,0.372393,TOTAL,yes
2020,Indiana,9,US House,Monroe,18105,Monroe,BLOOMINGTON 01,Andy Ruff,Democratic,D,191,231,0.82684,TOTAL,yes
